RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
USER	Pokemon API Test	START	1720479380253
USER	Pokemon API Test	START	1720479380257
REQUEST		Get Pikachu	1720479380200	1720479380254	OK	 
USER	Pokemon API Test	END	1720479380257
USER	Pokemon API Test	START	1720479380258
REQUEST		Get Pikachu	1720479380206	1720479380261	OK	 
USER	Pokemon API Test	END	1720479380271
USER	Pokemon API Test	START	1720479380271
REQUEST		Get Pikachu	1720479380208	1720479380268	OK	 
USER	Pokemon API Test	END	1720479380272
USER	Pokemon API Test	START	1720479380272
USER	Pokemon API Test	START	1720479380267
REQUEST		Get Pikachu	1720479380238	1720479380278	OK	 
USER	Pokemon API Test	END	1720479380283
USER	Pokemon API Test	START	1720479380283
REQUEST		Get Pikachu	1720479380237	1720479380286	OK	 
USER	Pokemon API Test	END	1720479380290
USER	Pokemon API Test	START	1720479380291
REQUEST		Get Pikachu	1720479380245	1720479380288	OK	 
USER	Pokemon API Test	END	1720479380292
USER	Pokemon API Test	START	1720479380292
REQUEST		Get Pikachu	1720479380253	1720479380294	OK	 
USER	Pokemon API Test	END	1720479380295
USER	Pokemon API Test	START	1720479380295
REQUEST		Get Pikachu	1720479380248	1720479380301	OK	 
USER	Pokemon API Test	END	1720479380305
USER	Pokemon API Test	START	1720479380305
REQUEST		Get Pikachu	1720479380258	1720479380315	OK	 
USER	Pokemon API Test	END	1720479380318
USER	Pokemon API Test	START	1720479380319
REQUEST		Get Pikachu	1720479380272	1720479380323	OK	 
USER	Pokemon API Test	END	1720479380324
USER	Pokemon API Test	START	1720479380324
REQUEST		Get Pikachu	1720479380273	1720479380319	OK	 
REQUEST		Get Pikachu	1720479380271	1720479380324	OK	 
USER	Pokemon API Test	END	1720479380328
USER	Pokemon API Test	START	1720479380328
USER	Pokemon API Test	END	1720479380329
USER	Pokemon API Test	START	1720479380329
REQUEST		Get Pikachu	1720479380271	1720479380326	OK	 
USER	Pokemon API Test	END	1720479380330
USER	Pokemon API Test	START	1720479380330
REQUEST		Get Pikachu	1720479380283	1720479380335	OK	 
USER	Pokemon API Test	END	1720479380338
USER	Pokemon API Test	START	1720479380339
REQUEST		Get Pikachu	1720479380305	1720479380340	OK	 
USER	Pokemon API Test	END	1720479380341
USER	Pokemon API Test	START	1720479380341
REQUEST		Get Pikachu	1720479380291	1720479380344	OK	 
USER	Pokemon API Test	END	1720479380348
REQUEST		Get Pikachu	1720479380295	1720479380345	OK	 
USER	Pokemon API Test	START	1720479380349
USER	Pokemon API Test	END	1720479380349
REQUEST		Get Pikachu	1720479380292	1720479380346	OK	 
USER	Pokemon API Test	END	1720479380351
USER	Pokemon API Test	START	1720479380351
USER	Pokemon API Test	START	1720479380351
REQUEST		Get Pikachu	1720479380319	1720479380370	OK	 
USER	Pokemon API Test	END	1720479380372
USER	Pokemon API Test	START	1720479380373
REQUEST		Get Pikachu	1720479380324	1720479380369	OK	 
USER	Pokemon API Test	END	1720479380376
REQUEST		Get Pikachu	1720479380330	1720479380376	OK	 
USER	Pokemon API Test	END	1720479380377
USER	Pokemon API Test	START	1720479380377
REQUEST		Get Pikachu	1720479380329	1720479380374	OK	 
USER	Pokemon API Test	END	1720479380378
USER	Pokemon API Test	START	1720479380379
USER	Pokemon API Test	START	1720479380379
REQUEST		Get Pikachu	1720479380328	1720479380375	OK	 
USER	Pokemon API Test	END	1720479380379
USER	Pokemon API Test	START	1720479380379
REQUEST		Get Pikachu	1720479380351	1720479380380	OK	 
USER	Pokemon API Test	END	1720479380381
USER	Pokemon API Test	START	1720479380381
REQUEST		Get Pikachu	1720479380339	1720479380385	OK	 
USER	Pokemon API Test	END	1720479380389
USER	Pokemon API Test	START	1720479380389
REQUEST		Get Pikachu	1720479380341	1720479380389	OK	 
USER	Pokemon API Test	END	1720479380392
USER	Pokemon API Test	START	1720479380392
REQUEST		Get Pikachu	1720479380351	1720479380393	OK	 
USER	Pokemon API Test	END	1720479380398
USER	Pokemon API Test	START	1720479380398
REQUEST		Get Pikachu	1720479380349	1720479380401	OK	 
USER	Pokemon API Test	END	1720479380405
USER	Pokemon API Test	START	1720479380405
REQUEST		Get Pikachu	1720479380379	1720479380411	OK	 
USER	Pokemon API Test	END	1720479380412
USER	Pokemon API Test	START	1720479380412
REQUEST		Get Pikachu	1720479380373	1720479380419	OK	 
USER	Pokemon API Test	END	1720479380423
REQUEST		Get Pikachu	1720479380379	1720479380420	OK	 
USER	Pokemon API Test	END	1720479380424
USER	Pokemon API Test	START	1720479380424
USER	Pokemon API Test	START	1720479380424
REQUEST		Get Pikachu	1720479380379	1720479380427	OK	 
USER	Pokemon API Test	END	1720479380432
REQUEST		Get Pikachu	1720479380377	1720479380430	OK	 
USER	Pokemon API Test	END	1720479380434
USER	Pokemon API Test	START	1720479380434
USER	Pokemon API Test	START	1720479380434
REQUEST		Get Pikachu	1720479380381	1720479380437	OK	 
USER	Pokemon API Test	END	1720479380441
USER	Pokemon API Test	START	1720479380441
REQUEST		Get Pikachu	1720479380405	1720479380444	OK	 
USER	Pokemon API Test	END	1720479380445
REQUEST		Get Pikachu	1720479380398	1720479380443	OK	 
USER	Pokemon API Test	END	1720479380447
USER	Pokemon API Test	START	1720479380447
USER	Pokemon API Test	START	1720479380447
REQUEST		Get Pikachu	1720479380389	1720479380446	OK	 
USER	Pokemon API Test	END	1720479380450
USER	Pokemon API Test	START	1720479380450
REQUEST		Get Pikachu	1720479380392	1720479380448	OK	 
USER	Pokemon API Test	END	1720479380453
USER	Pokemon API Test	START	1720479380453
REQUEST		Get Pikachu	1720479380412	1720479380458	OK	 
USER	Pokemon API Test	END	1720479380462
USER	Pokemon API Test	START	1720479380464
REQUEST		Get Pikachu	1720479380434	1720479380465	OK	 
USER	Pokemon API Test	END	1720479380466
USER	Pokemon API Test	START	1720479380466
REQUEST		Get Pikachu	1720479380424	1720479380468	OK	 
USER	Pokemon API Test	END	1720479380473
USER	Pokemon API Test	START	1720479380473
REQUEST		Get Pikachu	1720479380424	1720479380480	OK	 
USER	Pokemon API Test	END	1720479380483
USER	Pokemon API Test	START	1720479380483
REQUEST		Get Pikachu	1720479380442	1720479380485	OK	 
USER	Pokemon API Test	END	1720479380488
USER	Pokemon API Test	START	1720479380489
REQUEST		Get Pikachu	1720479380453	1720479380489	OK	 
USER	Pokemon API Test	END	1720479380490
USER	Pokemon API Test	START	1720479380490
REQUEST		Get Pikachu	1720479380434	1720479380493	OK	 
USER	Pokemon API Test	END	1720479380496
USER	Pokemon API Test	START	1720479380496
REQUEST		Get Pikachu	1720479380447	1720479380492	OK	 
USER	Pokemon API Test	END	1720479380497
USER	Pokemon API Test	START	1720479380497
REQUEST		Get Pikachu	1720479380451	1720479380498	OK	 
USER	Pokemon API Test	END	1720479380502
USER	Pokemon API Test	START	1720479380502
REQUEST		Get Pikachu	1720479380447	1720479380501	OK	 
USER	Pokemon API Test	END	1720479380505
USER	Pokemon API Test	START	1720479380505
REQUEST		Get Pikachu	1720479380466	1720479380508	OK	 
USER	Pokemon API Test	END	1720479380514
USER	Pokemon API Test	START	1720479380514
REQUEST		Get Pikachu	1720479380489	1720479380523	OK	 
USER	Pokemon API Test	END	1720479380524
USER	Pokemon API Test	START	1720479380524
REQUEST		Get Pikachu	1720479380464	1720479380519	OK	 
USER	Pokemon API Test	END	1720479380525
USER	Pokemon API Test	START	1720479380525
REQUEST		Get Pikachu	1720479380473	1720479380533	OK	 
USER	Pokemon API Test	END	1720479380537
USER	Pokemon API Test	START	1720479380537
REQUEST		Get Pikachu	1720479380483	1720479380535	OK	 
USER	Pokemon API Test	END	1720479380539
REQUEST		Get Pikachu	1720479380496	1720479380538	OK	 
USER	Pokemon API Test	END	1720479380546
USER	Pokemon API Test	START	1720479380547
REQUEST		Get Pikachu	1720479380490	1720479380543	OK	 
USER	Pokemon API Test	END	1720479380549
USER	Pokemon API Test	START	1720479380549
REQUEST		Get Pikachu	1720479380497	1720479380546	OK	 
USER	Pokemon API Test	END	1720479380550
USER	Pokemon API Test	START	1720479380550
USER	Pokemon API Test	START	1720479380550
REQUEST		Get Pikachu	1720479380505	1720479380554	OK	 
USER	Pokemon API Test	END	1720479380555
USER	Pokemon API Test	START	1720479380555
REQUEST		Get Pikachu	1720479380502	1720479380550	OK	 
USER	Pokemon API Test	END	1720479380556
USER	Pokemon API Test	START	1720479380556
REQUEST		Get Pikachu	1720479380524	1720479380569	OK	 
USER	Pokemon API Test	END	1720479380573
USER	Pokemon API Test	START	1720479380573
REQUEST		Get Pikachu	1720479380547	1720479380575	OK	 
REQUEST		Get Pikachu	1720479380514	1720479380572	OK	 
USER	Pokemon API Test	END	1720479380576
USER	Pokemon API Test	END	1720479380576
USER	Pokemon API Test	START	1720479380576
USER	Pokemon API Test	START	1720479380576
REQUEST		Get Pikachu	1720479380525	1720479380581	OK	 
USER	Pokemon API Test	END	1720479380587
USER	Pokemon API Test	START	1720479380587
REQUEST		Get Pikachu	1720479380557	1720479380588	OK	 
USER	Pokemon API Test	END	1720479380589
USER	Pokemon API Test	START	1720479380589
REQUEST		Get Pikachu	1720479380539	1720479380593	OK	 
USER	Pokemon API Test	END	1720479380598
USER	Pokemon API Test	START	1720479380598
REQUEST		Get Pikachu	1720479380549	1720479380600	OK	 
USER	Pokemon API Test	END	1720479380603
USER	Pokemon API Test	START	1720479380603
REQUEST		Get Pikachu	1720479380550	1720479380602	OK	 
REQUEST		Get Pikachu	1720479380556	1720479380605	OK	 
USER	Pokemon API Test	END	1720479380610
USER	Pokemon API Test	END	1720479380610
USER	Pokemon API Test	START	1720479380610
USER	Pokemon API Test	START	1720479380610
REQUEST		Get Pikachu	1720479380550	1720479380607	OK	 
USER	Pokemon API Test	END	1720479380611
USER	Pokemon API Test	START	1720479380611
REQUEST		Get Pikachu	1720479380576	1720479380625	OK	 
USER	Pokemon API Test	END	1720479380630
USER	Pokemon API Test	START	1720479380630
REQUEST		Get Pikachu	1720479380573	1720479380626	OK	 
USER	Pokemon API Test	END	1720479380630
REQUEST		Get Pikachu	1720479380590	1720479380626	OK	 
USER	Pokemon API Test	END	1720479380631
USER	Pokemon API Test	START	1720479380631
USER	Pokemon API Test	START	1720479380631
REQUEST		Get Pikachu	1720479380611	1720479380637	OK	 
USER	Pokemon API Test	END	1720479380638
USER	Pokemon API Test	START	1720479380638
REQUEST		Get Pikachu	1720479380587	1720479380642	OK	 
USER	Pokemon API Test	END	1720479380647
USER	Pokemon API Test	START	1720479380647
REQUEST		Get Pikachu	1720479380610	1720479380652	OK	 
USER	Pokemon API Test	END	1720479380655
USER	Pokemon API Test	START	1720479380655
REQUEST		Get Pikachu	1720479380604	1720479380653	OK	 
USER	Pokemon API Test	END	1720479380657
REQUEST		Get Pikachu	1720479380576	1720479380651	OK	 
USER	Pokemon API Test	END	1720479380658
USER	Pokemon API Test	START	1720479380658
REQUEST		Get Pikachu	1720479380610	1720479380655	OK	 
USER	Pokemon API Test	END	1720479380659
USER	Pokemon API Test	START	1720479380659
USER	Pokemon API Test	START	1720479380659
REQUEST		Get Pikachu	1720479380598	1720479380658	OK	 
USER	Pokemon API Test	END	1720479380662
USER	Pokemon API Test	START	1720479380662
REQUEST		Get Pikachu	1720479380631	1720479380683	OK	 
USER	Pokemon API Test	END	1720479380685
USER	Pokemon API Test	START	1720479380686
REQUEST		Get Pikachu	1720479380638	1720479380683	OK	 
USER	Pokemon API Test	END	1720479380687
USER	Pokemon API Test	START	1720479380687
REQUEST		Get Pikachu	1720479380632	1720479380687	OK	 
USER	Pokemon API Test	END	1720479380691
USER	Pokemon API Test	START	1720479380691
REQUEST		Get Pikachu	1720479380647	1720479380693	OK	 
REQUEST		Get Pikachu	1720479380663	1720479380693	OK	 
USER	Pokemon API Test	END	1720479380694
USER	Pokemon API Test	END	1720479380694
USER	Pokemon API Test	START	1720479380694
USER	Pokemon API Test	START	1720479380694
REQUEST		Get Pikachu	1720479380658	1720479380697	OK	 
USER	Pokemon API Test	END	1720479380699
USER	Pokemon API Test	START	1720479380700
REQUEST		Get Pikachu	1720479380659	1720479380705	OK	 
USER	Pokemon API Test	END	1720479380708
REQUEST		Get Pikachu	1720479380659	1720479380706	OK	 
USER	Pokemon API Test	END	1720479380710
USER	Pokemon API Test	START	1720479380710
USER	Pokemon API Test	START	1720479380710
REQUEST		Get Pikachu	1720479380656	1720479380708	OK	 
USER	Pokemon API Test	END	1720479380711
USER	Pokemon API Test	START	1720479380711
REQUEST		Get Pikachu	1720479380694	1720479380724	OK	 
USER	Pokemon API Test	END	1720479380725
USER	Pokemon API Test	START	1720479380725
REQUEST		Get Pikachu	1720479380686	1720479380734	OK	 
USER	Pokemon API Test	END	1720479380738
USER	Pokemon API Test	START	1720479380738
REQUEST		Get Pikachu	1720479380691	1720479380745	OK	 
USER	Pokemon API Test	END	1720479380749
USER	Pokemon API Test	START	1720479380750
REQUEST		Get Pikachu	1720479380700	1720479380750	OK	 
USER	Pokemon API Test	END	1720479380753
USER	Pokemon API Test	START	1720479380753
REQUEST		Get Pikachu	1720479380687	1720479380748	OK	 
USER	Pokemon API Test	END	1720479380758
USER	Pokemon API Test	START	1720479380758
REQUEST		Get Pikachu	1720479380710	1720479380757	OK	 
REQUEST		Get Pikachu	1720479380710	1720479380762	OK	 
USER	Pokemon API Test	END	1720479380768
USER	Pokemon API Test	END	1720479380769
USER	Pokemon API Test	START	1720479380769
USER	Pokemon API Test	START	1720479380770
REQUEST		Get Pikachu	1720479380725	1720479380776	OK	 
REQUEST		Get Pikachu	1720479380712	1720479380768	OK	 
REQUEST		Get Pikachu	1720479380694	1720479380769	OK	 
USER	Pokemon API Test	END	1720479380781
USER	Pokemon API Test	END	1720479380781
USER	Pokemon API Test	START	1720479380781
USER	Pokemon API Test	END	1720479380781
USER	Pokemon API Test	START	1720479380781
USER	Pokemon API Test	START	1720479380782
REQUEST		Get Pikachu	1720479380751	1720479380789	OK	 
USER	Pokemon API Test	END	1720479380795
USER	Pokemon API Test	START	1720479380795
REQUEST		Get Pikachu	1720479380738	1720479380788	OK	 
USER	Pokemon API Test	END	1720479380798
USER	Pokemon API Test	START	1720479380798
REQUEST		Get Pikachu	1720479380758	1720479380809	OK	 
USER	Pokemon API Test	END	1720479380813
USER	Pokemon API Test	START	1720479380813
REQUEST		Get Pikachu	1720479380754	1720479380810	OK	 
USER	Pokemon API Test	END	1720479380814
USER	Pokemon API Test	START	1720479380814
REQUEST		Get Pikachu	1720479380769	1720479380814	OK	 
USER	Pokemon API Test	END	1720479380815
USER	Pokemon API Test	START	1720479380815
REQUEST		Get Pikachu	1720479380795	1720479380827	OK	 
REQUEST		Get Pikachu	1720479380770	1720479380824	OK	 
USER	Pokemon API Test	END	1720479380830
USER	Pokemon API Test	START	1720479380832
REQUEST		Get Pikachu	1720479380781	1720479380832	OK	 
USER	Pokemon API Test	END	1720479380836
USER	Pokemon API Test	END	1720479380836
USER	Pokemon API Test	START	1720479380837
REQUEST		Get Pikachu	1720479380782	1720479380828	OK	 
USER	Pokemon API Test	END	1720479380838
USER	Pokemon API Test	START	1720479380838
USER	Pokemon API Test	START	1720479380839
REQUEST		Get Pikachu	1720479380782	1720479380840	OK	 
USER	Pokemon API Test	END	1720479380848
REQUEST		Get Pikachu	1720479380798	1720479380847	OK	 
USER	Pokemon API Test	END	1720479380851
USER	Pokemon API Test	START	1720479380851
USER	Pokemon API Test	START	1720479380852
REQUEST		Get Pikachu	1720479380813	1720479380859	OK	 
USER	Pokemon API Test	END	1720479380863
USER	Pokemon API Test	START	1720479380863
REQUEST		Get Pikachu	1720479380815	1720479380863	OK	 
USER	Pokemon API Test	END	1720479380869
USER	Pokemon API Test	START	1720479380869
REQUEST		Get Pikachu	1720479380814	1720479380871	OK	 
USER	Pokemon API Test	END	1720479380873
USER	Pokemon API Test	START	1720479380874
REQUEST		Get Pikachu	1720479380838	1720479380878	OK	 
USER	Pokemon API Test	END	1720479380879
USER	Pokemon API Test	START	1720479380879
REQUEST		Get Pikachu	1720479380852	1720479380883	OK	 
USER	Pokemon API Test	END	1720479380884
USER	Pokemon API Test	START	1720479380884
REQUEST		Get Pikachu	1720479380838	1720479380881	OK	 
USER	Pokemon API Test	END	1720479380885
USER	Pokemon API Test	START	1720479380885
REQUEST		Get Pikachu	1720479380837	1720479380893	OK	 
USER	Pokemon API Test	END	1720479380896
USER	Pokemon API Test	START	1720479380897
REQUEST		Get Pikachu	1720479380839	1720479380895	OK	 
USER	Pokemon API Test	END	1720479380900
USER	Pokemon API Test	START	1720479380900
REQUEST		Get Pikachu	1720479380851	1720479380902	OK	 
USER	Pokemon API Test	END	1720479380904
REQUEST		Get Pikachu	1720479380863	1720479380904	OK	 
USER	Pokemon API Test	END	1720479380906
USER	Pokemon API Test	START	1720479380907
USER	Pokemon API Test	START	1720479380907
REQUEST		Get Pikachu	1720479380884	1720479380919	OK	 
USER	Pokemon API Test	END	1720479380920
USER	Pokemon API Test	START	1720479380921
REQUEST		Get Pikachu	1720479380869	1720479380922	OK	 
USER	Pokemon API Test	END	1720479380926
USER	Pokemon API Test	START	1720479380927
REQUEST		Get Pikachu	1720479380885	1720479380930	OK	 
USER	Pokemon API Test	END	1720479380947
REQUEST		Get Pikachu	1720479380874	1720479380946	OK	 
USER	Pokemon API Test	END	1720479380950
REQUEST		Get Pikachu	1720479380897	1720479380948	OK	 
REQUEST		Get Pikachu	1720479380879	1720479380949	OK	 
USER	Pokemon API Test	END	1720479380953
REQUEST		Get Pikachu	1720479380907	1720479380952	OK	 
USER	Pokemon API Test	START	1720479380953
USER	Pokemon API Test	START	1720479380953
USER	Pokemon API Test	END	1720479380954
USER	Pokemon API Test	END	1720479380954
USER	Pokemon API Test	START	1720479380954
USER	Pokemon API Test	START	1720479380954
USER	Pokemon API Test	START	1720479380955
REQUEST		Get Pikachu	1720479380921	1720479380962	OK	 
USER	Pokemon API Test	END	1720479380966
USER	Pokemon API Test	START	1720479380967
REQUEST		Get Pikachu	1720479380900	1720479380963	OK	 
USER	Pokemon API Test	END	1720479380968
USER	Pokemon API Test	START	1720479380968
REQUEST		Get Pikachu	1720479380907	1720479380970	OK	 
USER	Pokemon API Test	END	1720479380974
USER	Pokemon API Test	START	1720479380974
REQUEST		Get Pikachu	1720479380630	1720479380982	OK	 
USER	Pokemon API Test	END	1720479380986
USER	Pokemon API Test	START	1720479380986
REQUEST		Get Pikachu	1720479380955	1720479380988	OK	 
USER	Pokemon API Test	END	1720479380989
USER	Pokemon API Test	START	1720479380989
REQUEST		Get Pikachu	1720479380955	1720479380998	OK	 
USER	Pokemon API Test	END	1720479381002
USER	Pokemon API Test	START	1720479381002
REQUEST		Get Pikachu	1720479380955	1720479381003	OK	 
USER	Pokemon API Test	END	1720479381007
USER	Pokemon API Test	START	1720479381007
REQUEST		Get Pikachu	1720479380974	1720479381007	OK	 
REQUEST		Get Pikachu	1720479380953	1720479381007	OK	 
USER	Pokemon API Test	END	1720479381011
USER	Pokemon API Test	END	1720479381011
REQUEST		Get Pikachu	1720479380954	1720479381008	OK	 
USER	Pokemon API Test	END	1720479381012
REQUEST		Get Pikachu	1720479380968	1720479381011	OK	 
USER	Pokemon API Test	END	1720479381014
USER	Pokemon API Test	START	1720479381014
USER	Pokemon API Test	START	1720479381014
REQUEST		Get Pikachu	1720479380967	1720479381011	OK	 
USER	Pokemon API Test	START	1720479381018
USER	Pokemon API Test	END	1720479381019
USER	Pokemon API Test	START	1720479381019
USER	Pokemon API Test	START	1720479381022
REQUEST		Get Pikachu	1720479380928	1720479381027	OK	 
USER	Pokemon API Test	END	1720479381031
REQUEST		Get Pikachu	1720479380989	1720479381030	OK	 
USER	Pokemon API Test	END	1720479381034
USER	Pokemon API Test	START	1720479381034
USER	Pokemon API Test	START	1720479381034
REQUEST		Get Pikachu	1720479380986	1720479381032	OK	 
USER	Pokemon API Test	END	1720479381037
USER	Pokemon API Test	START	1720479381037
REQUEST		Get Pikachu	1720479381014	1720479381054	OK	 
USER	Pokemon API Test	END	1720479381055
USER	Pokemon API Test	START	1720479381055
REQUEST		Get Pikachu	1720479381002	1720479381053	OK	 
USER	Pokemon API Test	END	1720479381058
USER	Pokemon API Test	START	1720479381058
REQUEST		Get Pikachu	1720479381034	1720479381066	OK	 
USER	Pokemon API Test	END	1720479381067
USER	Pokemon API Test	START	1720479381067
REQUEST		Get Pikachu	1720479381007	1720479381064	OK	 
USER	Pokemon API Test	END	1720479381069
REQUEST		Get Pikachu	1720479381018	1720479381068	OK	 
USER	Pokemon API Test	END	1720479381072
USER	Pokemon API Test	START	1720479381072
REQUEST		Get Pikachu	1720479381014	1720479381068	OK	 
USER	Pokemon API Test	START	1720479381073
USER	Pokemon API Test	END	1720479381073
USER	Pokemon API Test	START	1720479381073
REQUEST		Get Pikachu	1720479381034	1720479381077	OK	 
USER	Pokemon API Test	END	1720479381081
USER	Pokemon API Test	START	1720479381081
REQUEST		Get Pikachu	1720479381019	1720479381079	OK	 
USER	Pokemon API Test	END	1720479381083
REQUEST		Get Pikachu	1720479381037	1720479381082	OK	 
USER	Pokemon API Test	END	1720479381086
USER	Pokemon API Test	START	1720479381086
REQUEST		Get Pikachu	1720479381023	1720479381084	OK	 
USER	Pokemon API Test	END	1720479381087
USER	Pokemon API Test	START	1720479381088
USER	Pokemon API Test	START	1720479381088
REQUEST		Get Pikachu	1720479381068	1720479381098	OK	 
USER	Pokemon API Test	END	1720479381099
USER	Pokemon API Test	START	1720479381099
REQUEST		Get Pikachu	1720479381058	1720479381103	OK	 
USER	Pokemon API Test	END	1720479381108
USER	Pokemon API Test	START	1720479381108
REQUEST		Get Pikachu	1720479381055	1720479381105	OK	 
USER	Pokemon API Test	END	1720479381109
USER	Pokemon API Test	START	1720479381110
REQUEST		Get Pikachu	1720479381073	1720479381119	OK	 
REQUEST		Get Pikachu	1720479381086	1720479381125	OK	 
USER	Pokemon API Test	END	1720479381126
USER	Pokemon API Test	END	1720479381127
USER	Pokemon API Test	START	1720479381127
REQUEST		Get Pikachu	1720479381073	1720479381123	OK	 
USER	Pokemon API Test	END	1720479381128
USER	Pokemon API Test	START	1720479381128
REQUEST		Get Pikachu	1720479381073	1720479381125	OK	 
USER	Pokemon API Test	START	1720479381129
USER	Pokemon API Test	END	1720479381129
USER	Pokemon API Test	START	1720479381131
REQUEST		Get Pikachu	1720479381082	1720479381132	OK	 
USER	Pokemon API Test	END	1720479381136
REQUEST		Get Pikachu	1720479381088	1720479381131	OK	 
USER	Pokemon API Test	END	1720479381137
USER	Pokemon API Test	START	1720479381137
USER	Pokemon API Test	START	1720479381137
REQUEST		Get Pikachu	1720479381088	1720479381134	OK	 
USER	Pokemon API Test	END	1720479381138
USER	Pokemon API Test	START	1720479381138
REQUEST		Get Pikachu	1720479381110	1720479381144	OK	 
USER	Pokemon API Test	END	1720479381145
USER	Pokemon API Test	START	1720479381145
REQUEST		Get Pikachu	1720479381099	1720479381156	OK	 
USER	Pokemon API Test	END	1720479381160
USER	Pokemon API Test	START	1720479381160
REQUEST		Get Pikachu	1720479381109	1720479381162	OK	 
USER	Pokemon API Test	END	1720479381166
USER	Pokemon API Test	START	1720479381166
REQUEST		Get Pikachu	1720479381138	1720479381171	OK	 
USER	Pokemon API Test	END	1720479381172
REQUEST		Get Pikachu	1720479381127	1720479381170	OK	 
USER	Pokemon API Test	END	1720479381175
USER	Pokemon API Test	START	1720479381176
REQUEST		Get Pikachu	1720479381128	1720479381171	OK	 
USER	Pokemon API Test	START	1720479381179
USER	Pokemon API Test	END	1720479381180
USER	Pokemon API Test	START	1720479381181
REQUEST		Get Pikachu	1720479381138	1720479381179	OK	 
USER	Pokemon API Test	END	1720479381183
USER	Pokemon API Test	START	1720479381183
REQUEST		Get Pikachu	1720479381131	1720479381182	OK	 
REQUEST		Get Pikachu	1720479381145	1720479381185	OK	 
REQUEST		Get Pikachu	1720479381129	1720479381186	OK	 
USER	Pokemon API Test	END	1720479381190
USER	Pokemon API Test	END	1720479381190
USER	Pokemon API Test	START	1720479381190
USER	Pokemon API Test	START	1720479381190
USER	Pokemon API Test	END	1720479381190
USER	Pokemon API Test	START	1720479381190
REQUEST		Get Pikachu	1720479381137	1720479381191	OK	 
USER	Pokemon API Test	END	1720479381194
USER	Pokemon API Test	START	1720479381194
REQUEST		Get Pikachu	1720479381166	1720479381206	OK	 
USER	Pokemon API Test	END	1720479381206
USER	Pokemon API Test	START	1720479381206
REQUEST		Get Pikachu	1720479381161	1720479381207	OK	 
USER	Pokemon API Test	END	1720479381211
USER	Pokemon API Test	START	1720479381211
REQUEST		Get Pikachu	1720479381190	1720479381225	OK	 
USER	Pokemon API Test	END	1720479381229
REQUEST		Get Pikachu	1720479381179	1720479381233	OK	 
USER	Pokemon API Test	START	1720479381237
USER	Pokemon API Test	END	1720479381237
REQUEST		Get Pikachu	1720479381176	1720479381231	OK	 
USER	Pokemon API Test	END	1720479381246
USER	Pokemon API Test	START	1720479381247
REQUEST		Get Pikachu	1720479381190	1720479381243	OK	 
REQUEST		Get Pikachu	1720479381183	1720479381234	OK	 
REQUEST		Get Pikachu	1720479381211	1720479381247	OK	 
REQUEST		Get Pikachu	1720479381181	1720479381238	OK	 
USER	Pokemon API Test	END	1720479381248
USER	Pokemon API Test	START	1720479381249
USER	Pokemon API Test	END	1720479381250
USER	Pokemon API Test	END	1720479381250
USER	Pokemon API Test	START	1720479381250
USER	Pokemon API Test	START	1720479381250
USER	Pokemon API Test	END	1720479381250
USER	Pokemon API Test	START	1720479381250
REQUEST		Get Pikachu	1720479381190	1720479381253	OK	 
USER	Pokemon API Test	END	1720479381256
USER	Pokemon API Test	START	1720479381256
REQUEST		Get Pikachu	1720479381206	1720479381254	OK	 
USER	Pokemon API Test	END	1720479381258
USER	Pokemon API Test	START	1720479381258
REQUEST		Get Pikachu	1720479381194	1720479381250	OK	 
USER	Pokemon API Test	END	1720479381259
USER	Pokemon API Test	START	1720479381259
USER	Pokemon API Test	START	1720479381259
REQUEST		Get Pikachu	1720479381250	1720479381281	OK	 
USER	Pokemon API Test	END	1720479381282
USER	Pokemon API Test	START	1720479381282
REQUEST		Get Pikachu	1720479381259	1720479381289	OK	 
USER	Pokemon API Test	END	1720479381289
USER	Pokemon API Test	START	1720479381289
REQUEST		Get Pikachu	1720479381250	1720479381296	OK	 
USER	Pokemon API Test	END	1720479381300
REQUEST		Get Pikachu	1720479381237	1720479381292	OK	 
USER	Pokemon API Test	END	1720479381301
USER	Pokemon API Test	START	1720479381301
USER	Pokemon API Test	START	1720479381302
REQUEST		Get Pikachu	1720479381251	1720479381299	OK	 
REQUEST		Get Pikachu	1720479381250	1720479381293	OK	 
USER	Pokemon API Test	END	1720479381302
USER	Pokemon API Test	START	1720479381302
USER	Pokemon API Test	END	1720479381303
USER	Pokemon API Test	START	1720479381303
REQUEST		Get Pikachu	1720479381247	1720479381297	OK	 
USER	Pokemon API Test	END	1720479381304
USER	Pokemon API Test	START	1720479381304
REQUEST		Get Pikachu	1720479381259	1720479381305	OK	 
USER	Pokemon API Test	END	1720479381312
USER	Pokemon API Test	START	1720479381312
REQUEST		Get Pikachu	1720479381257	1720479381311	OK	 
USER	Pokemon API Test	END	1720479381315
USER	Pokemon API Test	START	1720479381315
REQUEST		Get Pikachu	1720479381258	1720479381307	OK	 
USER	Pokemon API Test	END	1720479381318
USER	Pokemon API Test	START	1720479381318
REQUEST		Get Pikachu	1720479381303	1720479381337	OK	 
USER	Pokemon API Test	END	1720479381338
USER	Pokemon API Test	START	1720479381338
REQUEST		Get Pikachu	1720479381282	1720479381342	OK	 
USER	Pokemon API Test	END	1720479381346
USER	Pokemon API Test	START	1720479381346
REQUEST		Get Pikachu	1720479381290	1720479381353	OK	 
